"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-06-01 ~ 2026-06-30"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"2415","경기도 수원시 권선구 오목천동","3**","12m미만","40.00","월세","202606","02","1,000","55","2003","삼천병마로1583번길","202607~202807","갱신","-","1,000","50","단독다가구"
"2416","경기도 광명시 일직동","5**","12m미만","56.00","월세","202606","02","1,500","100","2016","일직로99번안길","202607~202807","갱신","-","1,500","100","단독다가구"
"2417","경기도 성남시 중원구 은행동","1***","8m미만","30.00","월세","202606","02","500","50","1990","은행로3번길","202606~202806","갱신","-","500","50","단독다가구"
"2418","서울특별시 강남구 역삼동","7**","8m미만","35.00","월세","202606","02","10,000","17","","테헤란로34길","202607~202807","갱신","사용","10,000","15","단독다가구"
"2419","경기도 성남시 분당구 야탑동","2**","12m미만","50.00","월세","202606","02","6,000","70","1995","매화로56번길","202606~202806","갱신","-","6,000","50","단독다가구"
"2420","경기도 남양주시 와부읍 팔당리","6**","8m미만","55.08","전세","202606","02","13,000","0","2018","팔당로81번길","202606~202806","갱신","-","13,000","0","단독다가구"
"2421","경기도 남양주시 평내동","5**","12m미만","54.00","전세","202606","02","10,000","0","2008","평내로14번길","202606~202806","갱신","-","500","0","단독다가구"
"2422","서울특별시 성동구 성수동2가","4**","8m미만","40.00","전세","202606","02","11,500","0","1996","둘레13길","202607~202807","갱신","사용","11,000","0","단독다가구"
"2423","서울특별시 노원구 공릉동","2**","8m미만","30.00","월세","202606","02","500","50","1995","노원로1마길","202607~202807","갱신","-","500","48","단독다가구"
"2424","서울특별시 동대문구 휘경동","2**","8m미만","39.63","월세","202606","02","3,000","82","1991","망우로18가길","202606~202806","갱신","-","3,000","80","단독다가구"
"2425","서울특별시 성동구 마장동","7**","8m미만","18.00","월세","202606","02","1,000","56","1977","마조로15나길","202608~202807","갱신","사용","1,000","53","단독다가구"
"2426","서울특별시 구로구 구로동","7**","8m미만","29.25","월세","202606","02","4,800","29","","구로동로","202606~202806","갱신","-","3,800","35","단독다가구"
"2427","대전광역시 유성구 학하동","7**","25m미만","55.16","전세","202606","02","16,000","0","2024","학하동로63번길","202607~202807","갱신","-","15,000","0","단독다가구"
"2428","경기도 남양주시 별내동","9**","12m미만","69.02","전세","202606","02","27,000","0","2014","두물로39번길","202606~202806","갱신","-","24,000","0","단독다가구"
"2429","경기도 성남시 중원구 상대원동","2***","8m미만","39.07","월세","202606","02","500","45","1988","박석로85번길","202606~202806","갱신","-","500","40","단독다가구"
"2430","서울특별시 동대문구 답십리동","9**","8m미만","29.75","월세","202606","02","1,000","42","1993","황물로15다길","202608~202808","갱신","-","1,000","40","단독다가구"
"2431","경기도 평택시 용이동","7**","12m미만","22.38","월세","202606","02","500","43","2019","신흥1로2길","202607~202610","갱신","-","500","41","단독다가구"
"2432","서울특별시 도봉구 쌍문동","8*","8m미만","42.00","월세","202606","02","2,000","60","1991","노해로59길","202606~202806","갱신","사용","2,000","58","단독다가구"
"2433","경기도 고양시 일산동구 백석동","1***","8m미만","54.00","월세","202606","02","1,000","65","1995","호수로430번길","202606~202806","갱신","사용","1,000","60","단독다가구"
"2434","경기도 의정부시 호원동","3**","25m이상","75.71","월세","202606","02","6,000","64","2022","신흥로","202606~202706","갱신","-","6,000","63","단독다가구"
"2435","대전광역시 서구 둔산동","1***","8m미만","42.53","전세","202606","02","12,000","0","2017","둔산남로189번길","202606~202706","갱신","-","12,000","0","단독다가구"
"2436","서울특별시 영등포구 영등포동7가","6*","8m미만","32.96","월세","202606","02","8,000","25","1991","국회대로44길","202606~202806","갱신","-","8,000","15","단독다가구"
"2437","경기도 광주시 양벌동","3**","8m미만","53.69","전세","202606","02","13,000","0","2013","마루들길","202608~202808","갱신","-","12,000","0","단독다가구"
"2438","서울특별시 동대문구 제기동","1**","8m미만","16.00","월세","202606","02","100","36","1993","안암로22길","202606~202806","갱신","-","100","32","단독다가구"
"2439","경기도 고양시 덕양구 원흥동","6**","12m미만","60.00","전세","202606","02","23,000","0","2015","솔밭2길","202606~202806","갱신","-","21,000","0","단독다가구"
"2440","서울특별시 송파구 잠실동","2**","8m미만","25.00","월세","202606","02","500","48","1996","백제고분로19길","202606~202806","갱신","-","500","46","단독다가구"
"2441","서울특별시 광진구 군자동","9*","8m미만","34.00","월세","202606","02","500","55","1995","능동로25길","202606~202806","갱신","-","500","55","단독다가구"
"2442","경기도 군포시 산본동","1***","8m미만","41.25","월세","202606","02","1,000","40","1994","곡란로74번길","202607~202807","갱신","-","1,000","35","단독다가구"
"2443","서울특별시 성동구 금호동3가","1***","8m미만","32.10","전세","202606","02","13,000","0","1993","금호산10길","202607~202807","갱신","-","12,000","0","단독다가구"
"2444","경기도 성남시 수정구 복정동","6**","12m미만","46.00","월세","202606","02","9,500","35","","복정로106번길","202607~202807","갱신","-","9,000","30","단독다가구"
"2445","서울특별시 도봉구 방학동","6**","8m미만","44.46","전세","202606","02","11,300","0","1991","방학로2가길","202607~202807","갱신","-","11,000","0","단독다가구"
"2446","서울특별시 광진구 군자동","1**","8m미만","41.02","월세","202606","02","1,000","45","1995","동일로54길","202607~202807","갱신","-","9,000","0","단독다가구"
"2447","경기도 수원시 팔달구 화서동","1**","12m미만","34.13","전세","202606","02","16,000","0","2022","화양로5번길","202607~202807","갱신","-","17,000","0","단독다가구"
"2448","서울특별시 성북구 삼선동1가","2**","8m미만","23.00","월세","202606","02","3,000","10","1960","삼선교로10마길","202606~202806","갱신","-","2,000","0","단독다가구"
"2449","경기도 부천시 소사구 괴안동","1**","8m미만","30.00","전세","202606","02","10,500","0","1983","부광로35번길","202606~202806","갱신","-","10,500","0","단독다가구"
"2450","경기도 수원시 팔달구 화서동","1**","12m미만","34.13","전세","202606","02","17,000","0","","화양로5번길","202608~202808","갱신","-","17,000","0","단독다가구"
"2451","세종특별자치시  부강면 부강리","9**","8m미만","20.00","월세","202606","02","200","38","","퇴미로","202606~202612","갱신","-","200","36","단독다가구"
"2452","경기도 용인시 수지구 동천동","9**","25m미만","50.00","월세","202606","02","10,000","53","2015","동천로113번길","202606~202806","갱신","-","10,000","50","단독다가구"
"2453","경기도 고양시 덕양구 지축동","1***","12m미만","52.02","월세","202606","02","5,000","95","2022","지축4로","202608~202808","갱신","-","5,000","84","단독다가구"
"2454","서울특별시 은평구 응암동","5**","8m미만","61.53","월세","202606","02","11,500","32","1992","응암로9길","202606~202806","갱신","사용","11,000","30","단독다가구"
"2455","서울특별시 도봉구 방학동","6**","8m미만","58.55","전세","202606","02","10,000","0","1987","시루봉로13가길","202607~202806","갱신","-","7,900","0","단독다가구"
"2456","충청북도 청주시 흥덕구 송절동","6**","12m미만","50.00","월세","202606","02","500","75","2019","송화로116번길","202607~202706","갱신","-","500","70","단독다가구"
"2457","경기도 과천시 중앙동","3*","8m미만","63.60","월세","202606","02","20,000","50","1996","희망1길","202606~202806","갱신","사용","20,000","40","단독다가구"
"2458","경기도 용인시 처인구 역북동","7**","12m미만","82.00","월세","202606","02","15,000","50","2015","명지로60번길","202606~202806","갱신","-","15,000","50","단독다가구"
"2459","부산광역시 연제구 연산동","2***","8m미만","84.24","월세","202606","02","10,000","10","1994","배산북로","202606~202806","갱신","-","10,000","10","단독다가구"
"2460","경기도 파주시 동패동","1***","12m미만","56.53","전세","202606","02","18,000","0","2020","교하로307번길","202606~202806","갱신","-","16,275","0","단독다가구"
"2461","경기도 용인시 기흥구 영덕동","1***","25m미만","112.83","전세","202606","02","10,000","0","2009","흥덕1로48번길","202606~202806","갱신","-","26,000","0","단독다가구"
"2462","경기도 성남시 중원구 상대원동","2***","8m미만","35.00","전세","202606","02","6,500","0","1991","희망로392번길","202606~202806","갱신","-","6,000","0","단독다가구"
"2463","서울특별시 성동구 하왕십리동","9**","8m미만","33.00","월세","202606","02","2,000","55","1987","무학봉26길","202606~202806","갱신","-","2,000","50","단독다가구"
"2464","서울특별시 서초구 서초동","1***","12m미만","33.30","전세","202606","02","21,000","0","1996","서초대로53길","202606~202806","갱신","사용","21,000","0","단독다가구"
"2465","경상북도 안동시 수상동","5**","8m미만","50.00","월세","202606","02","1,000","33","2013","앙실로","202606~202701","갱신","-","1,000","29","단독다가구"
"2466","서울특별시 동대문구 용두동","3*","8m미만","34.00","전세","202606","02","13,500","0","1974","천호대로37길","202606~202806","갱신","-","12,500","0","단독다가구"
"2467","서울특별시 종로구 이화동","1**","25m미만","19.41","월세","202606","02","8,000","45","2004","이화장길","202606~202806","갱신","-","8,000","20","단독다가구"
"2468","경기도 안산시 상록구 이동","6**","12m미만","50.00","전세","202606","02","12,500","0","2008","송호로","202606~202806","갱신","-","12,500","0","단독다가구"
"2469","서울특별시 마포구 신수동","2**","8m미만","24.00","월세","202606","02","800","65","2015","독막로32길","202606~202607","갱신","-","800","60","단독다가구"
"2470","충청북도 청주시 흥덕구 봉명동","2***","12m미만","49.00","월세","202606","02","950","60","2012","덕암로41번길","202606~202706","갱신","-","950","60","단독다가구"
"2471","서울특별시 마포구 성산동","1**","8m미만","36.00","월세","202606","02","4,000","20","1997","모래내로5길","202606~202806","갱신","-","4,000","20","단독다가구"
"2472","충청남도 천안시 동남구 청수동","3**","12m미만","59.00","전세","202606","02","10,500","0","2017","청수15길","202606~202706","갱신","-","10,000","0","단독다가구"
"2473","경기도 성남시 수정구 복정동","6**","25m미만","85.00","월세","202606","02","25,000","45","2006","복정로158번길","202606~202806","갱신","-","15,000","90","단독다가구"
"2474","대구광역시 수성구 지산동","9**","8m미만","79.65","월세","202606","02","5,000","35","1994","동대구로12길","202606~202806","갱신","-","9,000","0","단독다가구"
"2475","경기도 안양시 동안구 호계동","9**","8m미만","97.53","전세","202606","02","8,800","0","1990","경수대로","202606~202806","갱신","-","8,300","0","단독다가구"
"2476","경기도 구리시 인창동","6**","25m미만","23.00","월세","202606","02","500","32","2001","동구릉로148번길","202606~202806","갱신","사용","500","30","단독다가구"
"2477","서울특별시 성동구 금호동4가","1***","25m이상","114.60","월세","202606","02","1,000","55","1994","독서당로","202606~202806","갱신","사용","1,000","50","단독다가구"
"2478","충청북도 청주시 흥덕구 봉명동","2***","25m미만","45.00","월세","202606","02","500","60","2022","덕암로47번길","202606~202612","갱신","-","500","60","단독다가구"
"2479","서울특별시 은평구 응암동","6**","8m미만","18.95","전세","202606","02","4,300","0","1984","가좌로6길","202606~202806","갱신","-","3,800","0","단독다가구"
